Class ID,Preferred Label,Synonyms,Definitions,API parent label,API parent combined definitions,API parent description,http://purl.org/dc/elements/1.1/description,http://www.w3.org/2000/01/rdf-schema#comment
http://purl.obolibrary.org/obo/PATO_0001300,optical quality,,An EM radiation quality in which the EM radiation is within the fiat range of the spectrum visible deemed to be light.,quality of interaction of a substance with electromagnetic radiation,"A quality of a substance on which or through which electromagnetic radiation impinges or traverses with respect to radiation. This substance quality changes the quality of the incident radiation with respect to any of: intensity, direction, scatter and wavelength. ; ","A quality of a substance on which or through which electromagnetic radiation impinges or traverses with respect to radiation. This substance quality changes the quality of the incident radiation with respect to any of: intensity, direction, scatter and wavelength.",,
http://purl.obolibrary.org/obo/PATO_0001306,decreased temperature,low temperature|cold,A temperature which is relatively low.,decreased object quality,A quality of an object that has a value that is decreased compared to normal or average. ; ,A quality of an object that has a value that is decreased compared to normal or average.,,
http://purl.obolibrary.org/obo/PATO_0001305,increased temperature,hot|high temperature,A temperature which is relatively high.,increased object quality,A quality of an object that has a value that is increased compared to normal or average. ; ,A quality of an object that has a value that is increased compared to normal or average.,,
http://purl.obolibrary.org/obo/ENVO_03510004,hydraulic fluid,,A medium by which power is transferred in hydraulic machinery.|Common hydraulic fluids are based on mineral oil or water.,manufactured product,,"A material entity that has been processed by humans or their technology in any way, including intermediate products as well as final products.",,Common hydraulic fluids are based on mineral oil or water.
http://purl.obolibrary.org/obo/FOODON_00001024,pickled cabbage food product,,,pickled cruciferous food product,,,,
http://purl.obolibrary.org/obo/ENVO_01001283,aluminium dust,,Dust which is primarily composed of aluminium particles.,dust,"Minute solid particles with diameters less than 500 micrometers. Occurs in and may be deposited from, the atmosphere. ; ","Minute solid particles with diameters less than 500 micrometers. Occurs in and may be deposited from, the atmosphere.",,
http://purl.obolibrary.org/obo/CHEBI_33319,lanthanoid atom,,,rare earth metal atom,,,,
http://purl.obolibrary.org/obo/ENVO_02000053,hide,,"A skin obtained from animals for human use typically from deer or cattle sources used to produce leather, shoes, fashion accessories, musical instruments.",agricultural environmental material,,,,
http://purl.obolibrary.org/obo/FOODON_03400840,beverage (non-milk) (eurofir),,Alcoholic or non-alcoholic beverage; excludes milk and milk-based beverages.,eurofir food classification,,LanguaL curation note: This term is for CLASSIFICATION ONLY; DO NOT USE term in indexing. Use a more precise narrower term.,,
http://purl.obolibrary.org/obo/ENVO_01000881,snowstorm,,An atmospheric storm during which intense snowfall occurs.,atmospheric storm,An atmospheric storm is a process in which a portion of an astronomical body's atmosphere is strongly perturbed from its prevaling weather. ; ,An atmospheric storm is a process in which a portion of an astronomical body's atmosphere is strongly perturbed from its prevaling weather.,,
http://purl.obolibrary.org/obo/ENVO_01000793,atmospheric wind,A mass gaseous flow which occurrs in a planet's atmosphere due to internal pressure disequilibria.|wind,,atmospheric process,,A process which occurs within an atmosphere.,,
http://purl.obolibrary.org/obo/ENVO_01001059,mock community culture,,A cell culture which is composed of a microbial community of known composition.|Mock communities are typically used as positive controls in experiments.,cell culture,A cell culture is a growth of cells in vitro in an artificial medium for experimental research. ; ,A cell culture is a growth of cells in vitro in an artificial medium for experimental research.,,Mock communities are typically used as positive controls in experiments.
http://purl.obolibrary.org/obo/FOODON_00001163,solanaceous fruit food product,,,solanaceous food product,,,,
http://purl.obolibrary.org/obo/ENVO_01000192,tropical grassland biome,,"Preliminary definition. The semantics and definitions of ""mediterranean"", ""subtropical"", ""tropical"", ""temperate"", ""polar"", and similar climate types may be transferred to an ""environmental condition"" class once the semantics of this class have been established.",tropical biome,,A biome which is subject to tropical climatic conditions.,,"Preliminary definition. The semantics and definitions of ""mediterranean"", ""subtropical"", ""tropical"", ""temperate"", ""polar"", and similar climate types may be transferred to an ""environmental condition"" class once the semantics of this class have been established."
http://purl.obolibrary.org/obo/ENVO_01000039,oceanic hadal pelagic zone biome,,"The oceanic hadal pelagic zone biome comprises the water column in oceanic trenches occurring at depths between 6000m and 10,000m.",oceanic pelagic zone biome,"The oceanic epipelagic zone biome comprises the marine water column offshore, beyond a continental shelf. ; ","The oceanic epipelagic zone biome comprises the marine water column offshore, beyond a continental shelf.",,
http://purl.obolibrary.org/obo/CHEBI_64909,poison,toxic substances|toxic substance|toxic agents|toxic agent|poisons|poisonous substances|poisonous substance|poisonous agents|poisonous agent,"Any substance that causes disturbance to organisms by chemical reaction or other activity on the molecular scale, when a sufficient quantity is absorbed by the organism.",biological role,,A role played by the molecular entity or part thereof within a biological context.,,
http://purl.obolibrary.org/obo/ENVO_02000071,obsolete turkey meat product,,,,,,,
http://purl.obolibrary.org/obo/ENVO_00000471,flood control dam,,A dam constructed for the purpose of controlling flooding.,dam,A barrier constructed across a watercourse to control the flow or raise the level of water. ; ,A barrier constructed across a watercourse to control the flow or raise the level of water.,,
http://purl.obolibrary.org/obo/ENVO_01000337,herb and fern layer,regeneration layer|ground vegetation|ground cover|herbaceous understory|herbaceous stratum|herbaceous layer|herb stratum|herb layer|fern layer,"A herb and fern layer is a layer of a forest or woodland which is composed of all vascular plant life that are one metre or less in height.|This definition is inclusive of non-herbaceous plants that may be transiently present in the ""herb layer"". See Gilliam FS (2007) The Ecological Significance of the Herbaceous Layer in Temperate Forest Ecosystems. BioScience. 57(10):845-858. (http://dx.doi.org/10.1641/B571007) for rationale and a review of definitional and terminological variation.",vegetation layer,,A layer which is determined by a form of vegetation.,,"This definition is inclusive of non-herbaceous plants that may be transiently present in the ""herb layer"". See Gilliam FS (2007) The Ecological Significance of the Herbaceous Layer in Temperate Forest Ecosystems. BioScience. 57(10):845-858. (http://dx.doi.org/10.1641/B571007) for rationale and a review of definitional and terminological variation."
http://purl.obolibrary.org/obo/ENVO_01000529,chemical toilet fixture,chemical toilet,"A chemical toilet fixture is a toilet fixture which uses chemicals to deodorise and treat excreta which is stored in the fixture.|""In the past, disinfection was generally carried out by mixing formaldehyde, bleach or similar chemicals with the toilet water when flushed...[F]ormaldehyde is very irritating to the eyes, ears, skin, nose, and throat, it is being replaced by other proprietary blends such as glutaraldehyde and quaternary ammonium compounds, with non-staining dyes and nature-identical perfume oils. Additionally, enzyme hybrids are sometimes used."" https://en.wikipedia.org/wiki/Chemical_toilet",toilet fixture,"A fixture which is used primarily for the collection and, in some cases, disposal of human urine and feces. ; ","A fixture which is used primarily for the collection and, in some cases, disposal of human urine and feces.",,"""In the past, disinfection was generally carried out by mixing formaldehyde, bleach or similar chemicals with the toilet water when flushed...[F]ormaldehyde is very irritating to the eyes, ears, skin, nose, and throat, it is being replaced by other proprietary blends such as glutaraldehyde and quaternary ammonium compounds, with non-staining dyes and nature-identical perfume oils. Additionally, enzyme hybrids are sometimes used."" https://en.wikipedia.org/wiki/Chemical_toilet"
